,LoanAmount,Loan_Amount_Term,Credit_History,LoanAmountLog,TotalIncome,Ratio,Male,Married Yes,1,2,3+,Self-Employed Yes,Not Graduate,Semiurban,Urban,LoanStatus Yes
246,112.0,360.0,1.0,4.718498871295094,9703.0,0.011542821807688343,1,1,0,1,0,0,0,0,1,1
247,137.0,180.0,1.0,4.919980925828125,6608.0,0.020732445520581115,1,1,1,0,0,0,1,0,1,1
248,123.0,480.0,1.0,4.812184355372417,4725.0,0.02603174603174603,1,1,1,0,0,0,0,1,0,1
249,90.0,360.0,1.0,4.499809670330265,3677.0,0.024476475387544192,1,1,0,0,0,0,0,0,1,1
250,201.0,360.0,0.0,5.303304908059076,5558.0,0.0361640878013674,1,1,0,0,0,0,1,1,0,0
251,138.0,360.0,1.0,4.927253685157205,3427.0,0.040268456375838924,0,0,0,1,0,0,0,0,1,0
252,104.0,360.0,1.0,4.6443908991413725,4750.0,0.021894736842105262,1,0,0,0,0,1,1,0,0,1
253,279.0,180.0,1.0,5.631211781821365,9762.0,0.02858020897357099,1,1,1,0,0,0,1,1,0,1
254,192.0,360.0,0.0,5.2574953720277815,16250.0,0.011815384615384615,1,0,0,0,0,1,0,0,1,0
255,255.0,360.0,1.0,5.541263545158426,3083.0,0.08271164450210834,0,0,0,0,1,0,0,0,0,1
256,115.0,360.0,0.0,4.74493212836325,6045.0,0.01902398676592225,1,0,0,0,0,0,1,0,0,0
257,94.0,360.0,1.0,4.543294782270004,5250.0,0.017904761904761906,1,1,0,0,1,0,0,0,1,0
258,304.0,360.0,1.0,5.717027701406222,16783.0,0.018113567300244295,1,1,0,0,0,0,0,0,0,0
259,128.0,360.0,1.0,4.852030263919617,4931.0,0.02595822348408031,1,1,0,0,1,0,1,1,0,0
260,330.0,360.0,1.0,5.799092654460526,10333.0,0.03193651408109939,1,1,1,0,0,0,0,0,1,1
261,134.0,360.0,1.0,4.897839799950911,4269.0,0.03138908409463575,1,0,0,0,0,0,0,1,0,1
262,155.0,36.0,1.0,5.043425116919247,3481.0,0.04452743464521689,0,0,1,0,0,0,0,1,0,0
263,120.0,360.0,1.0,4.787491742782046,7200.0,0.016666666666666666,0,0,0,0,0,0,0,0,0,1
264,128.0,360.0,1.0,4.852030263919617,5166.0,0.024777390631049168,1,0,0,0,0,1,0,1,0,1
265,151.0,360.0,1.0,5.017279836814924,7542.0,0.02002121453195439,1,0,0,0,0,0,0,0,0,1
266,150.0,360.0,1.0,5.0106352940962555,6095.0,0.02461033634126333,1,1,0,1,0,0,0,1,0,1
267,160.0,360.0,0.0,5.075173815233827,6144.0,0.026041666666666668,1,1,0,0,1,0,0,0,1,1
268,135.0,360.0,1.0,4.90527477843843,3418.0,0.03949678174370977,0,0,0,0,0,0,0,0,0,0
269,90.0,360.0,1.0,4.499809670330265,4436.0,0.02028854824165915,0,0,1,0,0,0,0,0,1,1
270,30.0,360.0,1.0,3.4011973816621555,3237.0,0.009267840593141797,0,0,0,0,0,0,0,0,1,1
271,136.0,360.0,1.0,4.912654885736052,11146.0,0.012201686703750225,1,1,0,0,0,0,0,0,1,1
272,126.0,360.0,1.0,4.836281906951478,4690.0,0.026865671641791045,1,0,0,0,0,0,0,0,0,1
273,150.0,360.0,1.0,5.0106352940962555,4843.0,0.03097253768325418,1,1,0,0,0,0,0,1,0,1
274,90.0,360.0,1.0,4.499809670330265,3900.0,0.023076923076923078,1,1,0,1,0,0,0,1,0,1
275,115.0,360.0,1.0,4.74493212836325,4592.0,0.02504355400696864,1,1,1,0,0,0,0,1,0,1
276,207.0,360.0,1.0,5.332718793265369,7267.0,0.02848493188385854,1,1,0,0,0,0,0,1,0,1
277,80.0,360.0,1.0,4.382026634673881,4403.0,0.018169429934135818,1,1,0,0,0,0,0,0,1,1
278,436.0,360.0,1.0,6.077642243349034,14583.0,0.02989782623602825,1,1,0,0,0,0,0,1,0,1
279,124.0,360.0,1.0,4.820281565605037,4100.0,0.03024390243902439,0,1,0,0,0,0,1,0,0,1
280,158.0,360.0,0.0,5.062595033026967,6479.0,0.02438647939496836,1,0,1,0,0,1,1,0,1,0
281,112.0,360.0,1.0,4.718498871295094,4727.0,0.0236936746350751,1,1,0,0,0,0,0,1,0,1
282,78.0,180.0,1.0,4.356708826689592,3286.7999878,0.023731288879615956,1,1,0,1,0,0,0,0,1,1
283,54.0,360.0,1.0,3.9889840465642745,3477.0,0.015530629853321829,0,0,0,0,0,0,0,0,1,1
284,130.0,360.0,1.0,4.867534450455582,20667.0,0.006290221125465718,1,1,0,0,0,0,0,0,0,0
285,89.0,360.0,1.0,4.48863636973214,6211.0,0.014329415553051039,1,0,0,0,0,0,0,0,0,1
286,99.0,300.0,1.0,4.59511985013459,4317.0,0.022932592077831826,0,0,0,0,0,1,0,1,0,0
287,120.0,360.0,1.0,4.787491742782046,5704.0,0.021037868162692847,1,1,0,0,0,0,0,0,0,1
288,115.0,360.0,1.0,4.74493212836325,4124.0,0.027885548011639186,0,0,0,0,0,0,0,1,0,1
289,187.0,360.0,1.0,5.231108616854587,9508.0,0.019667648296171646,1,0,0,0,0,0,0,0,0,1
290,139.0,360.0,1.0,4.9344739331306915,5491.0,0.025314150427973046,1,1,0,0,0,0,0,0,0,1
291,127.0,360.0,0.0,4.844187086458591,4400.0,0.028863636363636362,1,1,0,1,0,0,0,1,0,0
292,134.0,360.0,1.0,4.897839799950911,4713.0,0.028431996605134735,1,1,0,1,0,0,0,0,1,1
293,143.0,480.0,0.0,4.962844630259907,5417.0,0.026398375484585564,0,0,0,0,0,0,0,0,1,0
294,172.0,360.0,1.0,5.147494476813453,5717.0,0.03008570928808816,1,1,0,0,0,0,0,1,0,1
295,110.0,360.0,1.0,4.700480365792417,5666.0,0.01941404871161313,1,1,0,0,1,0,0,0,1,1
296,200.0,360.0,1.0,5.298317366548036,6875.0,0.02909090909090909,1,1,1,0,0,0,0,1,0,1
297,135.0,360.0,1.0,4.90527477843843,4666.0,0.028932704672096014,0,1,1,0,0,0,0,0,1,1
298,151.0,480.0,1.0,5.017279836814924,7541.0,0.020023869513327144,0,0,0,0,0,0,0,0,0,0
299,113.0,360.0,1.0,4.727387818712341,4939.0,0.02287912532901397,1,1,1,0,0,0,0,0,1,0
300,93.0,360.0,0.0,4.532599493153256,4734.0,0.01964512040557668,1,1,0,0,0,0,1,0,1,0
301,105.0,360.0,1.0,4.653960350157523,4625.0,0.022702702702702703,1,1,0,0,0,0,1,1,0,1
302,132.0,360.0,1.0,4.882801922586371,5000.0,0.0264,0,0,0,0,0,0,0,0,0,1
303,96.0,360.0,1.0,4.564348191467836,3428.0,0.028004667444574097,1,1,1,0,0,0,0,0,1,1
304,140.0,360.0,1.0,4.941642422609304,6500.0,0.021538461538461538,1,0,0,0,0,0,0,0,0,1
305,113.0,360.0,1.0,4.727387818712341,2000.0,0.0565,1,0,0,0,0,0,1,0,1,0
306,135.0,360.0,1.0,4.90527477843843,5428.0,0.024871039056742816,0,0,0,0,0,0,0,0,0,1
307,104.0,360.0,0.0,4.6443908991413725,4263.0,0.02439596528266479,0,0,0,0,0,0,0,0,1,0
308,480.0,360.0,1.0,6.173786103901937,20233.0,0.02372361982899224,1,0,0,0,0,0,0,0,0,0
309,185.0,360.0,1.0,5.220355825078324,7667.0,0.024129385678883526,1,1,0,1,0,0,1,0,0,1
310,84.0,360.0,1.0,4.430816798843313,2917.0,0.028796708947548853,0,0,0,0,0,0,0,1,0,1
311,111.0,360.0,1.0,4.709530201312334,5332.0,0.020817704426106528,1,0,0,0,0,0,1,1,0,1
312,56.0,360.0,1.0,4.02535169073515,2507.0,0.022337455125648185,0,0,0,0,0,0,0,0,0,1
313,144.0,84.0,1.0,4.969813299576001,5746.0,0.025060911938739994,1,1,0,1,0,1,0,0,0,1
314,159.0,360.0,1.0,5.0689042022202315,4316.0,0.036839666357738644,1,1,0,0,0,0,0,0,0,0
315,111.0,180.0,1.0,4.709530201312334,5039.0,0.022028180194483032,1,1,1,0,0,0,1,0,1,1
316,120.0,360.0,1.0,4.787491742782046,3717.0,0.03228410008071025,1,1,0,1,0,0,0,1,0,1
317,88.0,360.0,1.0,4.477336814478207,4192.0,0.02099236641221374,1,1,0,0,0,0,0,0,1,1
318,112.0,360.0,1.0,4.718498871295094,3541.0,0.031629483196837054,0,0,1,0,0,0,0,1,0,1
319,155.0,360.0,1.0,5.043425116919247,10000.0,0.0155,1,1,1,0,0,1,0,0,0,0
320,115.0,360.0,1.0,4.74493212836325,4567.0,0.025180643748631486,1,1,0,0,0,0,0,1,0,1
321,124.0,360.0,1.0,4.820281565605037,4531.0,0.027367027146325315,1,1,0,0,1,0,0,1,0,1
322,113.0,360.0,1.0,4.727387818712341,5191.0,0.021768445386245425,1,1,0,1,0,0,1,0,0,1
323,132.0,360.0,1.0,4.882801922586371,6151.0,0.021459925215412127,0,0,0,0,0,0,0,0,0,1
324,300.0,360.0,1.0,5.703782474656201,15000.0,0.02,1,1,0,0,1,0,0,0,0,1
325,376.0,360.0,0.0,5.929589143389895,13649.0,0.027547805700051286,1,1,1,0,0,1,0,0,0,0
326,130.0,360.0,0.0,4.867534450455582,4917.0,0.026438885499288182,1,0,0,0,0,0,0,0,0,1
327,184.0,360.0,1.0,5.214935757608986,7978.0,0.023063424417147156,1,1,0,0,0,1,0,1,0,1
328,110.0,360.0,1.0,4.700480365792417,6784.0,0.016214622641509434,0,1,0,0,0,0,0,0,1,0
329,67.0,360.0,1.0,4.204692619390966,2500.0,0.0268,0,0,0,0,0,0,0,0,1,1
330,117.0,360.0,1.0,4.762173934797756,6177.0,0.01894123360854784,1,0,1,0,0,0,0,0,1,1
331,98.0,360.0,1.0,4.584967478670572,2935.0,0.03339011925042589,1,0,0,0,0,0,0,1,0,1
332,71.0,360.0,1.0,4.2626798770413155,2833.0,0.025061771973173313,1,0,0,0,0,0,0,0,1,1
333,490.0,180.0,1.0,6.194405391104672,63337.0,0.007736394208756335,1,1,0,0,0,0,0,0,1,1
334,182.0,180.0,1.0,5.204006687076795,11666.0,0.015600891479513115,1,1,1,0,0,1,0,0,1,1
335,70.0,360.0,1.0,4.248495242049359,9993.0,0.007004903432402682,1,1,0,0,0,1,0,1,0,1
336,160.0,360.0,1.0,5.075173815233827,5938.0,0.02694509936005389,1,1,1,0,0,0,0,0,0,1
337,176.0,360.0,1.0,5.170483995038151,7100.0,0.024788732394366197,1,1,0,1,0,1,0,0,0,1
338,113.0,360.0,0.0,4.727387818712341,1830.0,0.06174863387978142,0,0,0,0,1,0,1,0,1,0
339,71.0,360.0,1.0,4.2626798770413155,4160.0,0.01706730769230769,0,0,0,0,0,0,0,1,0,1
340,173.0,360.0,1.0,5.153291594497779,4234.0,0.040859707132735006,1,1,0,0,1,0,1,0,0,0
341,46.0,360.0,1.0,3.828641396489095,2378.0,0.01934398654331371,0,0,0,0,0,0,0,0,0,0
342,158.0,360.0,1.0,5.062595033026967,5783.0,0.027321459450112398,1,1,1,0,0,0,1,0,1,1
343,74.0,360.0,1.0,4.30406509320417,3173.0,0.023321777497636306,1,1,0,0,1,0,1,1,0,1
344,125.0,360.0,1.0,4.8283137373023015,4913.0,0.0254427030327702,1,1,0,1,0,0,0,0,0,1
345,160.0,360.0,1.0,5.075173815233827,4957.0,0.03227758725035303,1,1,0,0,0,0,0,1,0,1
346,152.0,360.0,0.0,5.0238805208462765,6753.0,0.02250851473419221,1,1,0,0,0,0,1,0,0,0
347,126.0,360.0,1.0,4.836281906951478,5251.0,0.023995429442011044,1,1,0,1,0,0,1,0,1,1
348,259.0,360.0,1.0,5.556828061699537,10916.0,0.02372663979479663,1,1,0,0,0,0,0,1,0,1
349,187.0,360.0,1.0,5.231108616854587,8875.0,0.021070422535211266,1,1,0,0,0,0,0,0,0,1
350,228.0,360.0,1.0,5.429345628954441,9083.0,0.025101838599581636,1,1,0,0,0,0,0,1,0,1
351,308.0,360.0,1.0,5.730099782973574,12917.0,0.023844545947201364,1,0,0,0,0,0,0,0,0,0
352,95.0,360.0,1.0,4.553876891600541,4749.0,0.02000421141292904,1,1,0,0,1,0,0,0,0,1
353,105.0,360.0,0.0,4.653960350157523,5500.0,0.019090909090909092,0,1,0,0,0,1,0,0,0,0
354,130.0,360.0,1.0,4.867534450455582,2928.0,0.04439890710382514,0,1,0,0,0,0,0,1,0,1
355,116.0,180.0,1.0,4.7535901911063645,3813.0,0.03042223970626803,0,0,0,0,0,0,0,0,1,1
356,165.0,360.0,1.0,5.10594547390058,11500.0,0.014347826086956521,1,1,0,1,0,0,0,0,0,1
357,67.0,360.0,1.0,4.204692619390966,3875.0,0.01729032258064516,1,1,1,0,0,0,0,0,1,0
358,100.0,480.0,0.0,4.605170185988092,4666.0,0.021431633090441493,1,1,0,0,0,0,1,0,1,0
359,200.0,360.0,1.0,5.298317366548036,8334.0,0.023998080153587713,1,1,0,0,1,0,0,1,0,1
360,81.0,360.0,1.0,4.394449154672439,4723.0,0.017150116451408005,0,0,1,0,0,0,0,1,0,0
361,236.0,360.0,1.0,5.4638318050256105,8667.0,0.027229721933771777,1,1,0,1,0,0,0,1,0,1
362,130.0,360.0,1.0,4.867534450455582,7083.0,0.01835380488493576,1,1,0,0,0,0,0,0,1,1
363,95.0,300.0,1.0,4.553876891600541,6046.0,0.0157128680119087,1,1,0,0,0,0,0,0,1,1
364,141.0,360.0,1.0,4.948759890378168,6822.0,0.020668425681618294,1,0,0,0,0,1,0,0,0,1
365,133.0,360.0,1.0,4.890349128221754,6216.0,0.021396396396396396,1,0,0,0,0,0,1,0,0,0
366,96.0,480.0,1.0,4.564348191467836,2500.0,0.0384,1,0,0,0,0,0,0,1,0,0
367,124.0,360.0,0.0,4.820281565605037,5124.0,0.02419984387197502,1,0,0,0,0,0,0,0,0,0
368,175.0,360.0,1.0,5.1647859739235145,6325.0,0.02766798418972332,1,1,1,0,0,0,0,1,0,1
369,570.0,360.0,1.0,6.345636360828596,24996.0,0.022803648583773404,1,1,0,0,0,0,0,0,0,0
370,55.0,360.0,1.0,4.007333185232471,15759.0,0.0034900691668253063,0,0,0,0,0,1,0,1,0,1
371,155.0,360.0,1.0,5.043425116919247,5185.0,0.029893924783027964,1,1,0,1,0,0,0,1,0,1
372,380.0,300.0,1.0,5.940171252720432,17196.0,0.02209816236334031,1,1,0,1,0,1,0,0,0,1
373,111.0,180.0,0.0,4.709530201312334,5049.0,0.021984551396316103,1,0,1,0,0,0,0,0,1,0
374,110.0,360.0,1.0,4.700480365792417,4223.0,0.02604783329386692,0,0,0,0,0,0,0,0,1,1
375,120.0,180.0,1.0,4.787491742782046,5740.0,0.020905923344947737,1,1,0,0,0,0,0,0,1,1
376,130.0,360.0,1.0,4.867534450455582,13746.0,0.009457296668121635,1,1,0,0,1,0,0,0,0,1
377,130.0,360.0,1.0,4.867534450455582,4310.0,0.030162412993039442,1,1,0,0,0,0,0,1,0,1
378,71.0,480.0,1.0,4.2626798770413155,3069.0,0.023134571521668295,1,0,0,0,0,0,0,0,1,0
379,130.0,360.0,1.0,4.867534450455582,5391.0,0.024114264514932295,1,1,0,1,0,0,0,0,1,1
380,128.0,360.0,1.0,4.852030263919617,5833.0,0.021944111092062405,1,1,0,0,0,0,0,1,0,1
381,296.0,360.0,1.0,5.69035945432406,10173.0,0.029096628329892852,1,0,0,0,0,0,0,1,0,1
382,156.0,360.0,1.0,5.049856007249537,6000.0,0.026,0,0,0,0,0,0,0,0,1,1
383,128.0,360.0,1.0,4.852030263919617,7167.0,0.017859634435607646,1,0,0,0,0,1,0,0,1,1
384,100.0,360.0,1.0,4.605170185988092,4566.0,0.021901007446342532,1,1,0,1,0,0,0,0,1,0
385,113.0,180.0,1.0,4.727387818712341,3667.0,0.030815380419961822,1,0,1,0,0,0,0,0,1,1
386,132.0,360.0,1.0,4.882801922586371,3946.0,0.03345159655347187,1,0,0,0,0,0,1,1,0,1
387,113.0,360.0,0.0,4.727387818712341,6146.0,0.018385942076147088,1,1,0,0,0,0,1,0,1,0
388,136.0,360.0,1.0,4.912654885736052,4750.0,0.02863157894736842,1,1,0,0,0,0,0,0,1,1
389,125.0,360.0,1.0,4.8283137373023015,5488.0,0.022776967930029153,1,1,0,0,0,0,0,0,0,1
390,185.0,360.0,1.0,5.220355825078324,9167.0,0.020181084324206393,1,0,0,0,1,0,0,0,0,1
391,275.0,360.0,1.0,5.616771097666572,9504.0,0.028935185185185185,1,1,0,0,1,0,0,0,0,1
392,120.0,360.0,1.0,4.787491742782046,4698.0,0.02554278416347382,1,1,0,0,0,0,0,0,1,1
393,113.0,180.0,1.0,4.727387818712341,3618.0,0.03123272526257601,1,1,0,1,0,0,1,1,0,1
394,113.0,360.0,1.0,4.727387818712341,4500.0,0.025111111111111112,1,1,0,1,0,0,0,0,1,1
395,135.0,360.0,1.0,4.90527477843843,3760.0,0.03590425531914894,1,1,0,1,0,0,0,1,0,1
396,71.0,360.0,0.0,4.2626798770413155,3180.0,0.02232704402515723,0,0,0,0,0,0,0,0,1,0
397,95.0,360.0,1.0,4.553876891600541,4492.0,0.021148708815672306,1,1,0,0,0,0,0,0,1,1
398,109.0,360.0,1.0,4.6913478822291435,5568.0,0.019576149425287355,1,0,0,0,0,0,1,0,0,1
399,103.0,360.0,0.0,4.634728988229636,3300.0,0.031212121212121212,0,0,0,0,0,0,0,1,0,0
400,45.0,180.0,0.0,3.8066624897703196,2889.0,0.01557632398753894,1,1,0,1,0,0,1,0,1,0
401,65.0,300.0,1.0,4.174387269895637,2755.0,0.023593466424682397,1,0,0,0,0,0,1,0,0,0
402,103.0,360.0,1.0,4.634728988229636,22500.0,0.004577777777777778,1,0,0,0,0,0,0,1,0,1
403,53.0,360.0,1.0,3.970291913552122,1963.0,0.026999490575649515,0,0,0,0,0,0,1,1,0,1
404,194.0,360.0,1.0,5.267858159063328,7441.0,0.026071764547775836,0,0,0,0,0,1,0,0,0,0
405,115.0,360.0,1.0,4.74493212836325,4547.0,0.025291400923685946,0,0,0,0,0,0,0,1,0,1
406,115.0,360.0,1.0,4.74493212836325,4567.0,0.025180643748631486,1,1,0,0,0,0,1,0,1,1
407,66.0,360.0,1.0,4.189654742026425,2213.0,0.0298237686398554,0,0,0,0,0,0,1,0,0,1
408,152.0,300.0,0.0,5.0238805208462765,8300.0,0.018313253012048194,1,1,1,0,0,0,0,1,0,0
409,360.0,360.0,0.0,5.886104031450156,81000.0,0.0044444444444444444,1,1,0,0,1,0,0,0,0,0
410,62.0,360.0,1.0,4.127134385045092,3867.0,0.016033100594776313,0,0,1,0,0,1,1,1,0,0
411,160.0,360.0,1.0,5.075173815233827,6256.0,0.02557544757033248,1,1,0,0,0,0,0,0,1,1
412,218.0,360.0,0.0,5.384495062789089,6096.0,0.035761154855643046,1,1,0,0,0,0,1,0,0,0
413,110.0,360.0,1.0,4.700480365792417,4286.0,0.025664955669622024,1,1,0,0,0,0,1,0,0,1
414,178.0,360.0,0.0,5.181783550292085,5386.0,0.03304864463423691,0,1,0,0,0,0,1,1,0,0
415,60.0,360.0,1.0,4.0943445622221,2995.0,0.02003338898163606,0,0,0,0,0,0,0,0,1,1
416,160.0,360.0,1.0,5.075173815233827,2600.0,0.06153846153846154,0,0,1,0,0,0,0,0,1,0
417,239.0,360.0,1.0,5.476463551931511,21600.0,0.011064814814814816,1,1,0,1,0,1,0,0,1,0
418,112.0,360.0,1.0,4.718498871295094,3798.0,0.02948920484465508,1,1,0,0,0,0,0,0,0,1
419,138.0,360.0,1.0,4.927253685157205,4663.0,0.029594681535492173,1,1,0,0,0,0,0,1,0,1
420,138.0,360.0,1.0,4.927253685157205,5829.0,0.023674729799279464,1,1,0,0,0,0,0,0,0,1
421,80.0,360.0,0.0,4.382026634673881,2720.0,0.029411764705882353,0,0,0,0,0,0,1,0,1,0
422,100.0,360.0,1.0,4.605170185988092,3539.0,0.028256569652444195,1,1,0,0,0,0,0,0,1,1
423,110.0,360.0,0.0,4.700480365792417,8917.0,0.01233598743972188,1,1,1,0,0,0,0,0,1,0
424,96.0,360.0,1.0,4.564348191467836,14880.0,0.0064516129032258064,1,1,0,0,0,0,0,1,0,1
425,121.0,360.0,1.0,4.795790545596741,6966.0,0.01737008326155613,1,1,0,0,0,0,0,0,0,1
426,81.0,360.0,1.0,4.394449154672439,4606.0,0.017585757707338254,0,0,1,0,0,0,1,0,0,0
427,133.0,360.0,1.0,4.890349128221754,5935.0,0.02240943555181129,1,1,0,1,0,0,0,1,0,1
428,87.0,360.0,1.0,4.465908118654584,2936.12000084,0.029630941506174818,1,1,0,0,0,0,0,0,0,1
429,60.0,180.0,1.0,4.0943445622221,2717.0,0.02208317997791682,1,0,0,0,0,0,1,0,1,1
430,150.0,360.0,1.0,5.0106352940962555,8624.0,0.017393320964749538,0,0,1,0,0,1,0,1,0,1
431,105.0,360.0,0.0,4.653960350157523,6500.0,0.016153846153846154,1,0,0,0,0,0,0,0,0,0
432,405.0,360.0,1.0,6.003887067106539,12876.0,0.03145386766076421,1,0,0,0,0,0,0,1,0,1
433,143.0,360.0,1.0,4.962844630259907,4765.0,0.030010493179433367,1,1,0,0,0,0,0,1,0,1
434,100.0,360.0,1.0,4.605170185988092,3750.0,0.02666666666666667,1,0,0,0,0,0,0,0,1,1
435,130.0,240.0,1.0,4.867534450455582,10047.0,0.012939185826614909,0,1,0,0,0,0,0,1,0,1
436,50.0,360.0,1.0,3.912023005428146,3777.0,0.013238019592268996,1,0,0,0,0,0,0,1,0,1
437,130.0,360.0,1.0,4.867534450455582,3338.0,0.03894547633313361,1,1,0,0,0,0,0,0,1,1
438,187.0,360.0,0.0,5.231108616854587,10416.0,0.0179531490015361,1,0,0,0,0,1,0,0,1,0
439,138.0,360.0,1.0,4.927253685157205,7142.0,0.019322318678241388,0,1,0,0,0,1,1,0,0,1
440,187.0,360.0,1.0,5.231108616854587,8724.0,0.021435121503897293,1,0,0,0,0,0,0,1,0,1
441,180.0,360.0,1.0,5.19295685089021,9734.0,0.018491884117526197,1,1,0,0,0,0,0,0,0,1
442,148.0,360.0,1.0,4.997212273764115,6700.0,0.02208955223880597,1,0,0,0,1,0,1,1,0,1
443,152.0,360.0,1.0,5.0238805208462765,37719.0,0.004029799305389856,1,0,1,0,0,0,0,1,0,1
444,175.0,300.0,1.0,5.1647859739235145,15666.0,0.011170688114387846,1,1,0,0,0,0,0,0,0,1
445,130.0,360.0,1.0,4.867534450455582,4676.0,0.027801539777587682,1,1,1,0,0,1,0,0,0,1
446,110.0,360.0,1.0,4.700480365792417,4652.0,0.023645743766122097,1,1,0,1,0,0,1,0,0,1
447,55.0,360.0,1.0,4.007333185232471,4915.0,0.011190233977619531,1,1,0,0,0,0,0,0,0,0
448,150.0,360.0,0.0,5.0106352940962555,5050.0,0.0297029702970297,1,1,0,1,0,0,0,0,0,0
449,190.0,360.0,1.0,5.247024072160486,4311.0,0.04407330085826954,1,0,1,0,0,1,1,1,0,0
450,125.0,360.0,0.0,4.8283137373023015,3564.0,0.035072951739618406,1,1,0,1,0,0,1,0,0,0
451,60.0,300.0,1.0,4.0943445622221,3414.0,0.01757469244288225,1,1,0,1,0,0,1,0,1,1
452,149.0,360.0,0.0,5.003946305945459,5681.0,0.02622777679985918,1,1,0,0,0,0,0,0,0,0
453,90.0,180.0,0.0,4.499809670330265,4949.0,0.018185492018589614,1,1,0,0,0,0,0,0,0,1
454,84.0,360.0,1.0,4.430816798843313,7085.0,0.011856033874382499,1,0,0,0,0,1,0,1,0,1
455,96.0,360.0,1.0,4.564348191467836,3859.0,0.024876911116869654,1,1,0,1,0,0,0,1,0,1
456,118.0,360.0,1.0,4.770684624465665,4301.0,0.027435480120902116,1,1,0,0,0,0,0,0,1,1
457,173.0,360.0,1.0,5.153291594497779,6277.0,0.027560936753226063,1,1,0,0,0,0,0,0,1,0
458,136.0,360.0,1.0,4.912654885736052,4354.0,0.03123564538355535,1,0,0,1,0,0,0,0,0,1
459,160.0,360.0,1.0,5.075173815233827,8334.0,0.01919846412287017,1,1,0,0,0,0,0,1,0,0
460,160.0,360.0,1.0,5.075173815233827,6166.0,0.025948751216347713,1,1,0,0,0,1,0,1,0,1
461,128.0,180.0,1.0,4.852030263919617,7740.0,0.016537467700258397,1,1,0,0,1,0,0,0,1,1
462,153.0,360.0,1.0,5.030437921392435,5203.0,0.02940611185854315,1,1,0,0,0,0,0,0,0,1
463,132.0,360.0,1.0,4.882801922586371,5191.0,0.025428626468888462,0,0,1,0,0,0,1,1,0,1
464,98.0,360.0,0.0,4.584967478670572,4166.0,0.023523763802208355,1,0,0,0,0,0,0,1,0,0
465,140.0,360.0,1.0,4.941642422609304,6000.0,0.023333333333333334,1,0,0,0,0,0,0,0,0,1
466,70.0,180.0,0.0,4.248495242049359,4611.0,0.015181088700932552,1,1,0,0,1,0,1,0,1,0
467,110.0,360.0,1.0,4.700480365792417,16692.0,0.006589983225497244,1,1,0,0,0,0,0,1,0,1
468,98.0,360.0,1.0,4.584967478670572,3127.0,0.03133994243684042,0,1,0,1,0,0,1,1,0,1
469,110.0,360.0,1.0,4.700480365792417,6784.0,0.016214622641509434,1,1,0,0,0,0,0,0,1,0
470,162.0,360.0,1.0,5.087596335232384,5529.0,0.02930005425935974,1,1,1,0,0,1,0,1,0,1
471,113.0,180.0,0.0,4.727387818712341,4153.0,0.027209246327955693,1,1,1,0,0,0,1,0,0,0
472,100.0,360.0,1.0,4.605170185988092,4691.0,0.021317416329140908,1,1,0,0,1,0,0,1,0,1
473,93.0,360.0,1.0,4.532599493153256,2500.0,0.0372,0,0,0,0,0,1,0,0,1,1
474,162.0,360.0,1.0,5.087596335232384,10180.0,0.015913555992141455,1,0,0,1,0,0,0,0,0,1
475,150.0,360.0,1.0,5.0106352940962555,17539.0,0.008552369006214722,1,1,0,1,0,1,0,0,0,1
476,230.0,300.0,1.0,5.438079308923196,8450.0,0.027218934911242602,1,1,0,1,0,0,0,1,0,1
477,132.0,360.0,0.0,4.882801922586371,4745.0,0.027818756585879872,1,1,0,1,0,0,0,1,0,0
478,86.0,360.0,1.0,4.454347296253507,18917.0,0.004546175397790347,1,1,1,0,0,1,0,1,0,1
479,130.0,360.0,1.0,4.867534450455582,4550.0,0.02857142857142857,1,1,0,1,0,0,0,0,1,0
480,154.0,360.0,1.0,5.0369526024136295,4350.0,0.035402298850574714,0,0,0,0,0,0,1,0,0,1
481,113.0,360.0,1.0,4.727387818712341,3095.0,0.03651050080775444,1,1,0,0,1,0,1,0,0,1
482,128.0,360.0,1.0,4.852030263919617,5233.0,0.024460156697878845,1,1,0,0,0,0,0,1,0,1
483,234.0,360.0,1.0,5.455321115357702,10833.0,0.02160066463583495,1,1,0,0,0,0,0,1,0,1
484,246.0,360.0,1.0,5.5053315359323625,8333.0,0.029521180847233888,1,1,0,1,0,0,0,1,0,1
485,131.0,360.0,1.0,4.875197323201151,4394.0,0.029813381884387802,1,1,1,0,0,0,1,0,0,1
486,80.0,360.0,0.0,4.382026634673881,3547.0,0.02255427121511136,1,0,0,1,0,0,0,0,0,0
487,500.0,360.0,1.0,6.214608098422191,18333.0,0.02727322314951181,1,1,1,0,0,0,0,0,1,0
488,160.0,360.0,1.0,5.075173815233827,6666.0,0.024002400240024,1,1,0,1,0,1,0,1,0,1
489,75.0,360.0,1.0,4.31748811353631,2435.0,0.030800821355236138,1,0,0,0,0,0,0,0,1,0
490,96.0,360.0,1.0,4.564348191467836,5484.0,0.0175054704595186,1,0,0,0,0,0,1,1,0,1
491,186.0,360.0,1.0,5.225746673713202,6464.0,0.028774752475247526,1,1,1,0,0,0,1,0,1,1
492,110.0,360.0,1.0,4.700480365792417,3691.0,0.029802221620157138,1,0,0,0,0,0,1,0,0,1
493,225.0,360.0,1.0,5.41610040220442,17263.0,0.013033655795632277,0,0,0,0,0,1,1,1,0,1
